LoopID : 29; InstanceID : 0; LoopCount : 125; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x3e06; VADDSD (%RAX),%XMM0,%XMM0                         ;	load;	l;	0x3e06;	0;	64;	61;	0;	125;	0;	0;	125;	0
0x3e11; VADDSD (%RAX),%XMM0,%XMM1                         ;	load;	l;	0x3e11;	0;	64;	61;	0;	125;	0;	0;	125;	0
0x3e18; VADDSD (%RAX),%XMM1,%XMM2                         ;	load;	l;	0x3e18;	0;	64;	61;	0;	125;	0;	0;	125;	0
0x3e1f; VADDSD (%RAX),%XMM2,%XMM3                         ;	load;	l;	0x3e1f;	0;	64;	61;	0;	125;	0;	0;	125;	0
0x3e26; VADDSD (%RAX),%XMM3,%XMM4                         ;	load;	l;	0x3e26;	0;	64;	61;	0;	125;	0;	0;	125;	0
0x3e2d; VADDSD (%RAX),%XMM4,%XMM5                         ;	load;	l;	0x3e2d;	0;	64;	61;	0;	125;	0;	0;	125;	0
0x3e34; VADDSD (%RAX),%XMM5,%XMM6                         ;	load;	l;	0x3e34;	0;	64;	61;	0;	125;	0;	0;	125;	0
0x3e3b; VADDSD (%RAX),%XMM6,%XMM0                         ;	load;	l;	0x3e3b;	0;	64;	61;	0;	125;	0;	0;	125;	0

Sum(Column):	0.000;	512.000;	488.000;	0.000;	1000.000;	0.000;	0.000;	1000.000;	0.000
Sum(Column) / LoopCount:	0.000;	64.000;	61.000;	0.000;	125.000;	0.000;	0.000;	125.000;	0.000

LoopID : 29; InstanceID : 1; LoopCount : 125; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x3e06; VADDSD (%RAX),%XMM0,%XMM0                         ;	load;	l;	0x3e06;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e11; VADDSD (%RAX),%XMM0,%XMM1                         ;	load;	l;	0x3e11;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e18; VADDSD (%RAX),%XMM1,%XMM2                         ;	load;	l;	0x3e18;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e1f; VADDSD (%RAX),%XMM2,%XMM3                         ;	load;	l;	0x3e1f;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e26; VADDSD (%RAX),%XMM3,%XMM4                         ;	load;	l;	0x3e26;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e2d; VADDSD (%RAX),%XMM4,%XMM5                         ;	load;	l;	0x3e2d;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e34; VADDSD (%RAX),%XMM5,%XMM6                         ;	load;	l;	0x3e34;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e3b; VADDSD (%RAX),%XMM6,%XMM0                         ;	load;	l;	0x3e3b;	56;	0;	69;	69;	0;	0;	0;	0;	0

Sum(Column):	448.000;	0.000;	552.000;	552.000;	0.000;	0.000;	0.000;	0.000;	0.000
Sum(Column) / LoopCount:	56.000;	0.000;	69.000;	69.000;	0.000;	0.000;	0.000;	0.000;	0.000

LoopID : 29; InstanceID : 2; LoopCount : 125; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x3e06; VADDSD (%RAX),%XMM0,%XMM0                         ;	load;	l;	0x3e06;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e11; VADDSD (%RAX),%XMM0,%XMM1                         ;	load;	l;	0x3e11;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e18; VADDSD (%RAX),%XMM1,%XMM2                         ;	load;	l;	0x3e18;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e1f; VADDSD (%RAX),%XMM2,%XMM3                         ;	load;	l;	0x3e1f;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e26; VADDSD (%RAX),%XMM3,%XMM4                         ;	load;	l;	0x3e26;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e2d; VADDSD (%RAX),%XMM4,%XMM5                         ;	load;	l;	0x3e2d;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e34; VADDSD (%RAX),%XMM5,%XMM6                         ;	load;	l;	0x3e34;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e3b; VADDSD (%RAX),%XMM6,%XMM0                         ;	load;	l;	0x3e3b;	56;	0;	69;	69;	0;	0;	0;	0;	0

Sum(Column):	448.000;	0.000;	552.000;	552.000;	0.000;	0.000;	0.000;	0.000;	0.000
Sum(Column) / LoopCount:	56.000;	0.000;	69.000;	69.000;	0.000;	0.000;	0.000;	0.000;	0.000

LoopID : 29; InstanceID : 3; LoopCount : 125; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x3e06; VADDSD (%RAX),%XMM0,%XMM0                         ;	load;	l;	0x3e06;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e11; VADDSD (%RAX),%XMM0,%XMM1                         ;	load;	l;	0x3e11;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e18; VADDSD (%RAX),%XMM1,%XMM2                         ;	load;	l;	0x3e18;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e1f; VADDSD (%RAX),%XMM2,%XMM3                         ;	load;	l;	0x3e1f;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e26; VADDSD (%RAX),%XMM3,%XMM4                         ;	load;	l;	0x3e26;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e2d; VADDSD (%RAX),%XMM4,%XMM5                         ;	load;	l;	0x3e2d;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e34; VADDSD (%RAX),%XMM5,%XMM6                         ;	load;	l;	0x3e34;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e3b; VADDSD (%RAX),%XMM6,%XMM0                         ;	load;	l;	0x3e3b;	56;	0;	69;	69;	0;	0;	0;	0;	0

Sum(Column):	448.000;	0.000;	552.000;	552.000;	0.000;	0.000;	0.000;	0.000;	0.000
Sum(Column) / LoopCount:	56.000;	0.000;	69.000;	69.000;	0.000;	0.000;	0.000;	0.000;	0.000

LoopID : 29; InstanceID : 4; LoopCount : 125; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x3e06; VADDSD (%RAX),%XMM0,%XMM0                         ;	load;	l;	0x3e06;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e11; VADDSD (%RAX),%XMM0,%XMM1                         ;	load;	l;	0x3e11;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e18; VADDSD (%RAX),%XMM1,%XMM2                         ;	load;	l;	0x3e18;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e1f; VADDSD (%RAX),%XMM2,%XMM3                         ;	load;	l;	0x3e1f;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e26; VADDSD (%RAX),%XMM3,%XMM4                         ;	load;	l;	0x3e26;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e2d; VADDSD (%RAX),%XMM4,%XMM5                         ;	load;	l;	0x3e2d;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e34; VADDSD (%RAX),%XMM5,%XMM6                         ;	load;	l;	0x3e34;	56;	0;	69;	69;	0;	0;	0;	0;	0
0x3e3b; VADDSD (%RAX),%XMM6,%XMM0                         ;	load;	l;	0x3e3b;	56;	0;	69;	69;	0;	0;	0;	0;	0

Sum(Column):	448.000;	0.000;	552.000;	552.000;	0.000;	0.000;	0.000;	0.000;	0.000
Sum(Column) / LoopCount:	56.000;	0.000;	69.000;	69.000;	0.000;	0.000;	0.000;	0.000;	0.000

LoopID : 29; InstanceID : 5; LoopCount : 125; NbInsns : 8

Address; Instruction                                        ;  Type; Leader/Follower; Leader address; L1_HIT; L1_COLD; L1_CONF; L2_HIT; L2_COLD; L2_CONF; L3_HIT; L3_COLD; L3_CONF;

0x3e06; VADDSD (%RAX),%XMM0,%XMM0                         ;	load;	l;	0x3e06;	56;	0;	69;	69;	0;	0;	0;	0;	0
