Instance 0
0x402dd0:	MOVSD 0x10(%R9,%R13,1),%XMM5                      ;	linear pattern;	4896
0x402dda:	MOVSD 0x10(%R9,%RDI,1),%XMM6                      ;	linear pattern;	4896
0x402de1:	MOVSD 0x9fe1f(%RIP),%XMM2                         ;	linear pattern;	constant
0x402df0:	ADDSD 0x10(%R9,%R12,1),%XMM5                      ;	linear pattern;	4896
0x402dfb:	ADDSD 0x18(%R9,%RDI,1),%XMM5                      ;	linear pattern;	4896
0x402e02:	MOVSD 0x9fe06(%RIP),%XMM4                         ;	linear pattern;	constant
0x402e0e:	ADDSD 0x8(%R9,%RDI,1),%XMM5                       ;	linear pattern;	4896
0x402e25:	SUBSD 0x10(%R9,%R11,1),%XMM5                      ;	linear pattern;	4896
0x402e34:	MOVSD %XMM6,0x10(%R9,%RDI,1)                      ;	linear pattern;	4896

Instance 1
0x402dd0:	MOVSD 0x10(%R9,%R13,1),%XMM5                      ;	linear pattern;	4896
0x402dda:	MOVSD 0x10(%R9,%RDI,1),%XMM6                      ;	linear pattern;	4896
0x402de1:	MOVSD 0x9fe1f(%RIP),%XMM2                         ;	linear pattern;	constant
0x402df0:	ADDSD 0x10(%R9,%R12,1),%XMM5                      ;	linear pattern;	4896
0x402dfb:	ADDSD 0x18(%R9,%RDI,1),%XMM5                      ;	linear pattern;	4896
0x402e02:	MOVSD 0x9fe06(%RIP),%XMM4                         ;	linear pattern;	constant
0x402e0e:	ADDSD 0x8(%R9,%RDI,1),%XMM5                       ;	linear pattern;	4896
0x402e25:	SUBSD 0x10(%R9,%R11,1),%XMM5                      ;	linear pattern;	4896
0x402e34:	MOVSD %XMM6,0x10(%R9,%RDI,1)                      ;	linear pattern;	4896

Instance 2
0x402dd0:	MOVSD 0x10(%R9,%R13,1),%XMM5                      ;	linear pattern;	4896
0x402dda:	MOVSD 0x10(%R9,%RDI,1),%XMM6                      ;	linear pattern;	4896
0x402de1:	MOVSD 0x9fe1f(%RIP),%XMM2                         ;	linear pattern;	constant
0x402df0:	ADDSD 0x10(%R9,%R12,1),%XMM5                      ;	linear pattern;	4896
0x402dfb:	ADDSD 0x18(%R9,%RDI,1),%XMM5                      ;	linear pattern;	4896
0x402e02:	MOVSD 0x9fe06(%RIP),%XMM4                         ;	linear pattern;	constant
0x402e0e:	ADDSD 0x8(%R9,%RDI,1),%XMM5                       ;	linear pattern;	4896
0x402e25:	SUBSD 0x10(%R9,%R11,1),%XMM5                      ;	linear pattern;	4896
0x402e34:	MOVSD %XMM6,0x10(%R9,%RDI,1)                      ;	linear pattern;	4896

Instance 3
0x402dd0:	MOVSD 0x10(%R9,%R13,1),%XMM5                      ;	linear pattern;	4896
0x402dda:	MOVSD 0x10(%R9,%RDI,1),%XMM6                      ;	linear pattern;	4896
0x402de1:	MOVSD 0x9fe1f(%RIP),%XMM2                         ;	linear pattern;	constant
0x402df0:	ADDSD 0x10(%R9,%R12,1),%XMM5                      ;	linear pattern;	4896
0x402dfb:	ADDSD 0x18(%R9,%RDI,1),%XMM5                      ;	linear pattern;	4896
0x402e02:	MOVSD 0x9fe06(%RIP),%XMM4                         ;	linear pattern;	constant
0x402e0e:	ADDSD 0x8(%R9,%RDI,1),%XMM5                       ;	linear pattern;	4896
0x402e25:	SUBSD 0x10(%R9,%R11,1),%XMM5                      ;	linear pattern;	4896
0x402e34:	MOVSD %XMM6,0x10(%R9,%RDI,1)                      ;	linear pattern;	4896

Instance 4
0x402dd0:	MOVSD 0x10(%R9,%R13,1),%XMM5                      ;	linear pattern;	4896
0x402dda:	MOVSD 0x10(%R9,%RDI,1),%XMM6                      ;	linear pattern;	4896
0x402de1:	MOVSD 0x9fe1f(%RIP),%XMM2                         ;	linear pattern;	constant
0x402df0:	ADDSD 0x10(%R9,%R12,1),%XMM5                      ;	linear pattern;	4896
0x402dfb:	ADDSD 0x18(%R9,%RDI,1),%XMM5                      ;	linear pattern;	4896
0x402e02:	MOVSD 0x9fe06(%RIP),%XMM4                         ;	linear pattern;	constant
0x402e0e:	ADDSD 0x8(%R9,%RDI,1),%XMM5                       ;	linear pattern;	4896
0x402e25:	SUBSD 0x10(%R9,%R11,1),%XMM5                      ;	linear pattern;	4896
